deployment,chain,generation,exp_id,game_number,game_name,message,edit_distance,sentence,sentence_number,dynamics_elicit_label,dynamics_elicit_confidence,dynamics_human_label,dynamics_elicit_aboveThreshold,P(dynamics),P(notDynamics),policy_elicit_label,policy_elicit_confidence,policy_human_label,policy_elicit_aboveThreshold,P(policy),P(notPolicy),abstract_elicit_label,abstract_elicit_confidence,abstract_human_label,abstract_elicit_aboveThreshold,P(abstract),P(concrete),P(ignorance),valence_elicit_label,valence_elicit_confidence,valence_human_label,valence_elicit_aboveThreshold,P(neutral),P(lose),P(win),count_tagAboveThreshold,dynamics_elicitMatchesHuman,policy_elicitMatchesHuman,abstract_elicitMatchesHuman,valence_elicitMatchesHuman
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,3,SyD9KXIe_,0,explore_exploit_v1,"In this game, you move as a dark blue square around the map. In order to win you must collect all the squares of a single colour. This may mean collect all the green squares. However light blue squares function as walls. There is no merit to collecting any extra squares.

The dark blue/grey barrier cannot be passed through - if a block is blocked by the barrier and cannot be gathered, skip this color.

Collect whichever color is the easiest to gather.  Usually, one color will have less squares than any other color, or you might notice one color occupies primarily one side of the board.  This will improve your time.

Don't be caught off guard when you start seeing other colors that aren't green - as long as they are not the light blue wall squares, you can collect them, and they count.  It doesn't HAVE to be green. ",555,It doesn't HAVE to be green.,10,"dynamics, or how the world works including explanations or affordances",0.7147081426,,False,0.7147081426,0.28529185739999996,"not policy, or what actions to take including strategies or instructions",0.77913349,,True,0.22086651,0.77913349,ignorance statements or specific experiences,0.438328955,,False,0.2453312498,0.3163397952,0.438328955,neutral information,0.8771817479999999,,True,0.8771817479999999,0.09437926033999999,0.028438991660000003,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HkyrD1Ilu,1,rJLNGxUeu,4,avoid_george_v1,"The yellow cube changes all the green cubes to blue. Touching the yellow cube is harmful. Letting the yellow cube change all the green to blue results in a game over. Lost on my first try so that's all I have, not sure what the goal of the game is. ",40,"Lost on my first try so that's all I have, not sure what the goal of the game is.",3,"not dynamics, or how the world works including explanations or affordances",0.7193235472,,False,0.28067645280000003,0.7193235472,"not policy, or what actions to take including strategies or instructions",0.6070309184,,True,0.39296908159999994,0.6070309184,"abstract, complex, high-level information",0.5272474468,,False,0.5272474468,0.09618790643,0.3765646467,"losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped",0.49092446759999997,,False,0.42847381700000003,0.49092446759999997,0.0806017154,1.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,9,push_boulders_v1,"Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way.",80,"Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way.",2,"dynamics, or how the world works including explanations or affordances",0.8687461168,,True,0.8687461168,0.1312538832,"policy, or what actions to take including strategies or instructions",0.7261488220000001,,True,0.7261488220000001,0.27385117800000003,"concrete, simple, low-level information",0.759404717,,False,0.2405853902,0.759404717,9.89e-06,neutral information,0.8897971126,,True,0.8897971126,0.03662865997,0.07357422741,3.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,3,Hyc6gQDxu,6,sokoban_v1,"Push green blocks into red blocks.  Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. It is possible to push a green block into a spot where it cannot be pushed into a red block.",143,Take your time.,2,"not dynamics, or how the world works including explanations or affordances",0.6049998247999999,,False,0.3950001752,0.6049998247999999,"policy, or what actions to take including strategies or instructions",0.7831056554000001,,True,0.7831056554000001,0.2168943446,"abstract, complex, high-level information",0.5157135,,False,0.5157135,0.4841622746,0.0001242254311,neutral information,0.8386021958,,True,0.8386021958,0.1131978331,0.048199971179999995,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,r1cnvyIxO,6,SJbNsdPlO,1,preconditions_v1,"

Color Bank:
Dark Blue = You
Green = Barrier
White = Health (Need to get through barrier)
Yellow = Finish level

Move the DARK BLUE box with ARROW KEYS! The levels involve strategy! The goal is to bring the DARK BLUE box to the yellow box! But, levels have barriers! BARRIERS ARE MARKED AS GREEN BOXES!

In order to get through a barrier, you must collect ALL WHITE BOXES! WHITE BOXES are scattered around the level! One white box = bypass one barrier! 

DO NOT touch a GREEN box without collecting enough WHITE! Sometimes, you'll have to take another route to gather enough WHITE boxes to reach the YELLOW one. Plan out the white boxes before making your way to the final yellow box. No time limit, and no extra points for solving the level quickly. So, plan it out and be strategic. Good luck! ",384,One white box = bypass one barrier!,7,"dynamics, or how the world works including explanations or affordances",0.714486033,,False,0.714486033,0.285513967,"policy, or what actions to take including strategies or instructions",0.7721684789,,True,0.7721684789,0.2278315211,"concrete, simple, low-level information",0.7329719208,,False,0.2670116296,0.7329719208,1.64e-05,neutral information,0.9088686905,,True,0.9088686905,0.02355181173,0.06757949772,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,4,Bk-k-EPlO,2,relational_v1,"You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner. ",80,You control the white block.,0,"dynamics, or how the world works including explanations or affordances",0.8433314457,,True,0.8433314457,0.15666855429999998,"not policy, or what actions to take including strategies or instructions",0.8692990491,,True,0.1307009509,0.8692990491,"concrete, simple, low-level information",0.8918294617,,True,0.10783476560000001,0.8918294617,0.0003357726812,neutral information,0.829805804,,True,0.829805804,0.03659037883,0.1336038172,4.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,SkYsFy8gu,6,ByMXJOPgO,6,relational_v1,"You are the white block. You move with arrow keys. The goal is to get the blue blocks to disappear. You start by pushing them against the light yellow blocks. In later stages, you first have to turn other blocks yellow. Push orange blocks against purple blocks to turn them yellow. Push red blocks to turn them yellow. Push purple and orangey-pink blocks together to make them yellow.
Be careful in later stages as to not corner a blue box as you need to be able to move them to a yellow box to destroy them.",250,"In later stages, you first have to turn other blocks yellow.",4,"dynamics, or how the world works including explanations or affordances",0.6848480402,,False,0.6848480402,0.3151519598,"policy, or what actions to take including strategies or instructions",0.5060574436,,False,0.5060574436,0.4939425564,"concrete, simple, low-level information",0.618778705,,False,0.3810447738,0.618778705,0.00017652124080000002,neutral information,0.8067241752,,False,0.8067241752,0.09384630299,0.0994295218,0.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,rJRAEgIeO,4,r14S4Kvxu,5,sokoban_v1,"The goal of the game is to use the blue square to push the green squares into the red spaces. In Level 1, ignore the top right red square. It is impossible to push any green squares into it as you will get stuck. Make sure you don't push the green squares against any spaces/walls where you can no longer get them out. I recommend planning your moves out before pressing start.",22,It is impossible to push any green squares into it as you will get stuck.,2,"dynamics, or how the world works including explanations or affordances",0.9583067474,,True,0.9583067474,0.04169325258999999,"not policy, or what actions to take including strategies or instructions",0.6598770635,,True,0.3401229365,0.6598770635,"concrete, simple, low-level information",0.5135572681,,False,0.48633932909999994,0.5135572681,0.000103402813,neutral information,0.5485912765,,False,0.5485912765,0.4119855258,0.0394231977,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,7,ByZ6adveu,2,sokoban_v1,"In this game, you must push all the green squares onto the red squares to win the game. You have to be mindful of where you push the green squares as they can get stuck in a corner or a wall, leaving it nearly impossible to push them back out without resetting. You may move through and onto the red squares, and a green square cannot be pushed into a space already occupied by another green square.

It will not be feasible to use some red squares depending on their location compared to the green square.  Also, green squares often have a specific red square that they MUST use in order for the puzzle to work. Attempting to reach a different square will result in the green square becoming stuck.

Pay close attention to the order that you need to push the squares to avoid blocking yourself in with a different green square.

Pushing any green squares that are directly across from a red square first to get them off the board will make it simpler to maneuver the other squares. You should plan on what your going to do before pushing or moving any blocks since it all depends on which directions you go or what green blocks you push first to get pass the level.",184,You should plan on what your going to do before pushing or moving any blocks since it all depends on which directions you go or what green blocks you push first to get pass the level.,8,"dynamics, or how the world works including explanations or affordances",0.6364987596,,False,0.6364987596,0.3635012404,"policy, or what actions to take including strategies or instructions",0.659859043,,True,0.659859043,0.340140957,"concrete, simple, low-level information",0.5482642092,,False,0.45171037189999996,0.5482642092,2.54e-05,neutral information,0.6060979982,,False,0.6060979982,0.22902089550000002,0.1648811063,1.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,rJRAEgIeO,7,r1S52HOlu,2,relational_v1,Use the white square to push blocks around. The goal is to push the blue squares downwards onto the yellow squares. Some levels you have to reveal yellow squares by running into blocks or pushing other colored blocks together.,141,Use the white square to push blocks around.,0,"dynamics, or how the world works including explanations or affordances",0.7445515133,,False,0.7445515133,0.25544848670000003,"not policy, or what actions to take including strategies or instructions",0.5554272281,,False,0.4445727719,0.5554272281,"concrete, simple, low-level information",0.8496499006999999,,True,0.1503347017,0.8496499006999999,1.5399999999999998e-05,neutral information,0.8727238552,,True,0.8727238552,0.06635139522000001,0.060924749550000004,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,3,BJkq4GUld,1,preconditions_v1,Green is bad. White is your key and yellow is the goal. Eating a white square will give you enough power to eat a single green square.,79,Eating a white square will give you enough power to eat a single green square.,2,"dynamics, or how the world works including explanations or affordances",0.8180025042,,True,0.8180025042,0.1819974958,"not policy, or what actions to take including strategies or instructions",0.6657221816,,True,0.3342778184,0.6657221816,"concrete, simple, low-level information",0.6756756719,,False,0.32431332,0.6756756719,1.1e-05,neutral information,0.7484123954999999,,False,0.7484123954999999,0.0831119868,0.1684756177,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,4,r1fak4Il_,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed.",84,"You can walk through the red squares, but not the green squares.",3,"dynamics, or how the world works including explanations or affordances",0.8826163064,,True,0.8826163064,0.11738369359999999,"not policy, or what actions to take including strategies or instructions",0.8248100018000001,,True,0.1751899982,0.8248100018000001,"concrete, simple, low-level information",0.6937211066,,False,0.3062188113,0.6937211066,6.01e-05,neutral information,0.6387518118,,False,0.6387518118,0.28347360309999997,0.07777458509,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,SkYsFy8gu,4,ryl3Qgwl_,5,avoid_george_v1,"Avoid the white/yellow square. You can use the space bar to change purple blocks back to green.
If the yellow squares turns all green blocks to purple, you lose! If you touch the yellow block you lose the game.",49,If you touch the yellow block you lose the game.,3,"not dynamics, or how the world works including explanations or affordances",0.5274914862,,False,0.47250851380000003,0.5274914862,"policy, or what actions to take including strategies or instructions",0.631140177,,True,0.631140177,0.368859823,"concrete, simple, low-level information",0.7100848018000001,,False,0.2895907682,0.7100848018000001,0.00032443002100000003,neutral information,0.4991330149,,False,0.4991330149,0.300029686,0.2008372991,1.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HkyrD1Ilu,2,H1NLwWUxO,7,push_boulders_v1,"You play as the blue cube. Your goal is to reach the yellow cube. You can push the green cubes. If you push a green cube over a light blue or dark red cube, the non-green cube will vanish. If you push it over a light red cube, the light red cube will be pushed as well. Do not touch any non-green or yellow cubes directly, or you will die.",211,"If you push a green cube over a light blue or dark red cube, the non-green cube will vanish.",3,"dynamics, or how the world works including explanations or affordances",0.9268044814,,True,0.9268044814,0.07319551861000001,"not policy, or what actions to take including strategies or instructions",0.7313599958,,True,0.2686400042,0.7313599958,"concrete, simple, low-level information",0.7220267641,,False,0.277963427,0.7220267641,9.81e-06,neutral information,0.5062234653000001,,False,0.5062234653000001,0.4413490693,0.0524274654,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,r1cnvyIxO,0,r1cnvyIxO,6,zelda_v1,"Your avatar is the blue box. Avoid touching any moving boxes. They will kill you if you touch them. Your goal is to move into the orange box, then move into the green box. Doing so will win the level. This is mostly a test of agility in avoiding the moving boxes, but planning your route before you begin may help.",-1,They will kill you if you touch them.,2,"dynamics, or how the world works including explanations or affordances",0.8326484856,,True,0.8326484856,0.16735151439999998,"not policy, or what actions to take including strategies or instructions",0.8595799679,,True,0.1404200321,0.8595799679,"concrete, simple, low-level information",0.8158532719,,True,0.1837732379,0.8158532719,0.0003734902403,"losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped",0.9474789158,,True,0.04749376704,0.9474789158,0.0050273172009999995,4.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,4,Bk-k-EPlO,0,explore_exploit_v1,"Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.",62,Collect all blocks of the same color in each level.,1,"not dynamics, or how the world works including explanations or affordances",0.5749281395,,False,0.42507186049999995,0.5749281395,"policy, or what actions to take including strategies or instructions",0.7860684431,,True,0.7860684431,0.21393155690000001,"concrete, simple, low-level information",0.5459896863,,False,0.4538187939,0.5459896863,0.0001915197363,neutral information,0.8226552986,,True,0.8226552986,0.006544430403,0.170800271,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HkyrD1Ilu,5,ryob2QPgO,0,explore_exploit_v1,You play as the dark blue cube. Collect all of the green cubes you can to win. You may also need to collect the light orange cubes to end the level. Ignore cubes of other colors.,158,You may also need to collect the light orange cubes to end the level.,2,"dynamics, or how the world works including explanations or affordances",0.791158775,,True,0.791158775,0.208841225,"policy, or what actions to take including strategies or instructions",0.6640609293,,True,0.6640609293,0.3359390707,"concrete, simple, low-level information",0.6780715875,,False,0.32191768260000003,0.6780715875,1.07e-05,neutral information,0.6554080531,,False,0.6554080531,0.1007819249,0.243810022,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,Sy2lokIeO,4,SJPWJm8xu,9,plaqueattack_v1,Don't let the yellow squares turn green.  The moving orange squares turn them green.  You can touch the orange squares without being killed. Hit Spacebar to fire a red block which will destroy the moving blocks.  just shoot as fast as possible and try to be accurate,54,just shoot as fast as possible and try to be accurate,4,"dynamics, or how the world works including explanations or affordances",0.5756247878,,False,0.5756247878,0.42437521219999996,"policy, or what actions to take including strategies or instructions",0.9548936126,,True,0.9548936126,0.04510638739,"concrete, simple, low-level information",0.6435653265,,False,0.3564185845,0.6435653265,1.6100000000000002e-05,neutral information,0.745174854,,False,0.745174854,0.1033574258,0.1514677202,1.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,7,r1dxl_Px_,6,push_boulders_v1,"In this game, you play as the blue square. You die if you touch an orange or pink square. You win by collecting the yellow square. Green blocks can be pushed to help you get to the yellow square. Pushing a green block into an orange or light blue block will destroy it, while pushing a green block into a pink block will push the pink block as well. Light blue squares are harmless but serve no benefit either. Be careful not to get stuck by pushing blocks into the wrong space or you will have to restart.

Green blocks will not be able to move if they are against a second green block. Be careful not to box yourself in. You may need to use the same block to disable more than one orange square. If there are any cubbyholes in your path, that's usually a warning that you might need to push a green block out of the way so you don't get stuck. It is very easy to get blocked in by two green squares -- plan ahead. ",11,"Pushing a green block into an orange or light blue block will destroy it, while pushing a green block into a pink block will push the pink block as well.",4,"dynamics, or how the world works including explanations or affordances",0.7664049814,,False,0.7664049814,0.23359501859999998,"policy, or what actions to take including strategies or instructions",0.7600295731000001,,True,0.7600295731000001,0.2399704269,"concrete, simple, low-level information",0.5925100343,,False,0.4074899657,0.5925100343,0.0,neutral information,0.8670267362,,True,0.8670267362,0.06459977603999999,0.06837348778,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,Bko_3kLg_,5,Hyqg-4wgd,5,watergame_v1,"Goal: Push purple blocks into light blue blocks, do not touch the light blue blocks.
Take Care! It’s very easy to get “stuck” by accidentally pushing the purple blocks into a corner (making it impossible to move them). Also, you can’t move two blocks at once—another way to get stuck.",211,Take Care!,1,"not dynamics, or how the world works including explanations or affordances",0.5551827635000001,,False,0.4448172365,0.5551827635000001,"policy, or what actions to take including strategies or instructions",0.5789536988,,False,0.5789536988,0.4210463012,ignorance statements or specific experiences,0.6227815678999999,,False,0.1070060328,0.2702123993,0.6227815678999999,neutral information,0.7541671381,,False,0.7541671381,0.1683692934,0.0774635685,0.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,Sy2lokIeO,6,SyJm3mDgO,0,explore_exploit_v1,"Eat the coloured squares that are least numerous first.  I.e, if there are two green squares and five yellow squares, eat the two green squares first. If more than one colour has the same amount of squares, choose a single color and eat all the squares of that color to win. Also, if all the boxes are of the same color, i.e, all blue or all green, eat all. This works.  The ""light blue"" square cannot be eaten and will block you. Avoid the light blue squares.",91,Avoid the light blue squares.,6,"dynamics, or how the world works including explanations or affordances",0.6625628387,,False,0.6625628387,0.3374371613,"policy, or what actions to take including strategies or instructions",0.6704068606,,True,0.6704068606,0.3295931394,"concrete, simple, low-level information",0.8901631068000001,,True,0.10982651759999999,0.8901631068000001,1.04e-05,neutral information,0.7048281926000001,,False,0.7048281926000001,0.2256047004,0.06956710697,2.0,,,,
COGSCI21-LIVINGDOC-ITER-FR-1,HkyrD1Ilu,4,By6FpfDxO,4,avoid_george_v1,"You play as the dark blue cube. The yellow cube changes all the green cubes to purple. Touching the yellow cube is harmful. Letting the yellow cube change all the green to purple results in a game over. Pressing the spacebar makes a brown cube appear in whatever direction you are facing. Lost on my first try so that's all I have, not sure what the goal of the game is, but do NOT do the things listed above.",28,Pressing the spacebar makes a brown cube appear in whatever direction you are facing.,4,"dynamics, or how the world works including explanations or affordances",0.8590694872,,True,0.8590694872,0.1409305128,"not policy, or what actions to take including strategies or instructions",0.6058974279,,True,0.3941025721,0.6058974279,"concrete, simple, low-level information",0.8359660402,,True,0.1639884569,0.8359660402,4.55e-05,neutral information,0.9117522939,,True,0.9117522939,0.0110196227,0.07722808341,4.0,,,,
