deployment,exp_id,val_id,game_name,game_number,message,passed_count,chain,generation,received_messages,received_from_id,edit_distance
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,push_boulders_v1,2,The goal is to get the yellow block. Watch out for the orange blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move. Look at where you want to go before you make your move.,1,Bkh-iyIgu,4,"[""The goal is to get the yellow block. Watch out for the orange blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move.""]",SkvhnGUxO,56
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,watergame_v1,3,Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other. Figure out your route before you start.,1,Bkh-iyIgu,4,"[""Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other.""]",SkvhnGUxO,40
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,relational_v1,4,"You are the white square, move the orange blocks onto the purple squares. And then move the blue squares on top of that to win. If you can find the purple squares, good for you as I didn't have any purple squares.",1,Bkh-iyIgu,4,"[""You are the white square, move the orange blocks onto the purple squares. And then move the blue squares on top of that to win. ""]",SkvhnGUxO,85
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,sokoban_v1,5,The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked. Plan your route before you start and don't block the green squares.,1,Bkh-iyIgu,4,"[""The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked.""]",SkvhnGUxO,68
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,lemmings_var2_v1,6,You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible. Try to make it as easy as possible for the red squares to reach the green square.,1,Bkh-iyIgu,4,"[""You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible.""]",SkvhnGUxO,82
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,zelda_v1,7,Avoid the moving pink squares! Try to get to the green square without them hitting you. You may have to get to the orange square as well. I don't really know to be honest.,1,Bkh-iyIgu,4,"[""Avoid the moving pink squares! Try to get to the green square without them hitting you.""]",SkvhnGUxO,84
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,plaqueattack_v1,8,"Avoid the orange squares, you will lose points! Just that!",1,Bkh-iyIgu,4,"[""Avoid the orange squares, you will lose points!""]",SkvhnGUxO,11
COGSCI21-LIVINGDOC-ITER-FR-1,Byza-lPlO,SkgGTZgwxu,avoid_george_v1,9,Use the spacebar to turn the purple squares back to green and avoid the beige square.,1,Bkh-iyIgu,4,"[""Use the spacebar to turn the purple squares back to green and avoid the beige square.""]",SkvhnGUxO,0
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,explore_exploit_v1,0,"Remember to use your arrows. Tap the arrows, holding them down won't move you. Get all the green squares as fast as you can to win the game! Light orange moves on to the next level. This is very good advice :)",1,Bkh-iyIgu,5,"[""Get all the green squares as fast as you can to win the game! Light orange moves on to the next level. This is very good advice :)""]",Byza-lPlO,79
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,preconditions_v1,1,"The goal is to get the yellow squares. Get as many of the white squares for protection as you need to access the yellow square. One white square for protection from one green square. You can stack more than one white square as well, to get through more than one green square. Be careful to stay away from the green squares unless you really have to - they will cost you a life!",1,Bkh-iyIgu,5,"[""The goal is to get the yellow squares. Get all the white squares for protection from the green. One white square for one green square. You can stack more than one white square as well, to get through more than one green square. Be careful to stay away from the green squares unless you really have to - they will cost you a life!""]",Byza-lPlO,57
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,push_boulders_v1,2,"The goal is to get the yellow block. Watch out for the red blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move, don't get yourself stuck behind a green square. Look at where you want to go before you make your move.",1,Bkh-iyIgu,5,"[""The goal is to get the yellow block. Watch out for the orange blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move. Look at where you want to go before you make your move.""]",Byza-lPlO,53
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,watergame_v1,3,"Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other, otherwise you'll become stuck. Figure out your route before you start.",1,Bkh-iyIgu,5,"[""Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other. Figure out your route before you start.""]",Byza-lPlO,31
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,relational_v1,4,"You are the white square, move the orange blocks onto the purple squares. And then move the blue squares on top of that to win. If you can find the purple squares, good for you as I didn't have any purple squares. This game seems to be missing the purple squares. ",1,Bkh-iyIgu,5,"[""You are the white square, move the orange blocks onto the purple squares. And then move the blue squares on top of that to win. If you can find the purple squares, good for you as I didn't have any purple squares.""]",Byza-lPlO,51
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,sokoban_v1,5,The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked. Plan your route before you start and don't block the green squares. This is good advice!,1,Bkh-iyIgu,5,"[""The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked. Plan your route before you start and don't block the green squares.""]",Byza-lPlO,21
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,lemmings_var2_v1,6,You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible. Try to make it as easy as possible for the red squares to reach the green square. Try to break down as many grey squares as quickly as possible. ,1,Bkh-iyIgu,5,"[""You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible. Try to make it as easy as possible for the red squares to reach the green square.""]",Byza-lPlO,64
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,zelda_v1,7,Avoid any moving squares! Try to get to the green square and red square without them hitting you. ,1,Bkh-iyIgu,5,"[""Avoid the moving pink squares! Try to get to the green square without them hitting you. You may have to get to the orange square as well. I don't really know to be honest.""]",Byza-lPlO,98
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,plaqueattack_v1,8,"Avoid the orange squares, you will lose points! Just that!",1,Bkh-iyIgu,5,"[""Avoid the orange squares, you will lose points! Just that!""]",Byza-lPlO,0
COGSCI21-LIVINGDOC-ITER-FR-1,r1rLNZPxO,BygSIE-Ped,avoid_george_v1,9,Use the spacebar to turn the purple squares back to green and avoid the beige square.,1,Bkh-iyIgu,5,"[""Use the spacebar to turn the purple squares back to green and avoid the beige square.""]",Byza-lPlO,0
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,explore_exploit_v1,0,"Remember to use your arrows. Tap the arrows, holding them down won't move you. Get all the green squares as fast as you can to win the game! Light orange moves on to the next level. the more you get the colors, the higher your accumulative scores This is very good advice :)",1,Bkh-iyIgu,6,"[""Remember to use your arrows. Tap the arrows, holding them down won't move you. Get all the green squares as fast as you can to win the game! Light orange moves on to the next level. This is very good advice :)""]",r1rLNZPxO,65
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,preconditions_v1,1,"The goal is to get the yellow squares. Get as many of the white squares for protection as you need to access the yellow square. One white square for protection from one green square. You can stack more than one white square as well, to get through more than one green square. avoid green squares unless you really have to - they will cost you a life!",1,Bkh-iyIgu,6,"[""The goal is to get the yellow squares. Get as many of the white squares for protection as you need to access the yellow square. One white square for protection from one green square. You can stack more than one white square as well, to get through more than one green square. Be careful to stay away from the green squares unless you really have to - they will cost you a life!""]",r1rLNZPxO,30
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,push_boulders_v1,2,"The goal is to get the yellow block. Watch out for the red blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move, don't get yourself stuck behind a green square. Look at where you want to go before you make your move. avoid red balls at all cost",1,Bkh-iyIgu,6,"[""The goal is to get the yellow block. Watch out for the red blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move, don't get yourself stuck behind a green square. Look at where you want to go before you make your move.""]",r1rLNZPxO,28
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,watergame_v1,3,"Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other, otherwise you'll become stuck. make sure to Figure out your route before you start.",1,Bkh-iyIgu,6,"[""Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other, otherwise you'll become stuck. Figure out your route before you start.""]",r1rLNZPxO,13
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,relational_v1,4,"You are the white square, move the orange blocks onto the purple squares. And then move the blue squares on top of that to win. there are no purple squares. ",1,Bkh-iyIgu,6,"[""You are the white square, move the orange blocks onto the purple squares. And then move the blue squares on top of that to win. If you can find the purple squares, good for you as I didn't have any purple squares. This game seems to be missing the purple squares. ""]",r1rLNZPxO,107
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,sokoban_v1,5,The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked. Plan your route before you start and don't block the green squares.  push all green boxes to the red box below This is good advice!,1,Bkh-iyIgu,6,"[""The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked. Plan your route before you start and don't block the green squares. This is good advice!""]",r1rLNZPxO,43
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,lemmings_var2_v1,6,You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible. Try to make it as easy as possible for the red squares to reach the green square. ensure to break down as many grey squares as quickly as possible. ,1,Bkh-iyIgu,6,"[""You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible. Try to make it as easy as possible for the red squares to reach the green square. Try to break down as many grey squares as quickly as possible. ""]",r1rLNZPxO,5
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,zelda_v1,7,Avoid all the  moving squares! Try to get to the green square and red square without them hitting you. ,1,Bkh-iyIgu,6,"[""Avoid any moving squares! Try to get to the green square and red square without them hitting you. ""]",r1rLNZPxO,7
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,plaqueattack_v1,8,"Avoid the orange squares, you will lose points! Just that!",1,Bkh-iyIgu,6,"[""Avoid the orange squares, you will lose points! Just that!""]",r1rLNZPxO,0
COGSCI21-LIVINGDOC-ITER-FR-1,BkYkm7Dl_,B1gFkX7Dgd,avoid_george_v1,9,Use the spacebar to turn the purple squares back to green and avoid the beige square. you need to be fast about it,1,Bkh-iyIgu,6,"[""Use the spacebar to turn the purple squares back to green and avoid the beige square.""]",r1rLNZPxO,29
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,explore_exploit_v1,0,"Remember to use your arrow keys. Tap the arrows, as holding them down won't move you. Get all the green squares as fast as you can to win the game! If you can't collect all of the green squares, collect the other (red-orange) squares. Light orange moves on to the next level. The more you get the colors, the higher your cumulative score gets.",0,Bkh-iyIgu,7,"[""Remember to use your arrows. Tap the arrows, holding them down won't move you. Get all the green squares as fast as you can to win the game! Light orange moves on to the next level. the more you get the colors, the higher your accumulative scores This is very good advice :)""]",BkYkm7Dl_,123
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,preconditions_v1,1,"The goal is to get the yellow squares. Get as many of the white squares for protection as you need to access the yellow square. One white square for protection from one green square. You can stack more than one white square as well, to get through more than one green square. avoid green squares unless you really have to -- they will cost you a life!",0,Bkh-iyIgu,7,"[""The goal is to get the yellow squares. Get as many of the white squares for protection as you need to access the yellow square. One white square for protection from one green square. You can stack more than one white square as well, to get through more than one green square. avoid green squares unless you really have to - they will cost you a life!""]",BkYkm7Dl_,1
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,push_boulders_v1,2,"The goal is to get the yellow block. Watch out for the red blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move, don't get yourself stuck behind a green square. Look at where you want to go before you make your move. Avoid red blocks at all cost",0,Bkh-iyIgu,7,"[""The goal is to get the yellow block. Watch out for the red blocks. You can use the green blocks to protect yourself by pushing them. Make sure the green squares have room to move, don't get yourself stuck behind a green square. Look at where you want to go before you make your move. avoid red balls at all cost""]",BkYkm7Dl_,5
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,watergame_v1,3,"Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other, otherwise you'll become stuck. make sure to figure out your route before you start.",0,Bkh-iyIgu,7,"[""Try to get the brown square but watch out for the turquoise squares (light blue)! You can push the blue squares around to protect you! Don't block the blue squares with the walls or each other, otherwise you'll become stuck. make sure to Figure out your route before you start.""]",BkYkm7Dl_,1
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,relational_v1,4,"You are the white square. Move the blue blocks on to the yellow squares to win. If there are no yellow squares, push an orange square onto a purple square. If there are pink squares, push it so it will become an orange square. If there are no pink OR orange squares, move against the blocks to turn them into yellow squares.",0,Bkh-iyIgu,7,"[""You are the white square, move the orange blocks onto the purple squares. And then move the blue squares on top of that to win. there are no purple squares. ""]",BkYkm7Dl_,201
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,sokoban_v1,5,The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked. Plan your route before you start and don't block the green squares. Push all of the green boxes to the most accessible square.,0,Bkh-iyIgu,7,"[""The goal is to get the light green squares into the red squares. You can go through the red squares freely without losing the game or getting blocked. Plan your route before you start and don't block the green squares.  push all green boxes to the red box below This is good advice!""]",BkYkm7Dl_,38
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,lemmings_var2_v1,6,You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible. Try to make it as easy as possible for the red squares to reach the green square. ensure to break down as many grey squares as quickly as possible. Avoid the light-blue squares.,0,Bkh-iyIgu,7,"[""You can use the spacebar to break down the grey squares. Let the red squares reach the green square in as few moves as possible. Try to make it as easy as possible for the red squares to reach the green square. ensure to break down as many grey squares as quickly as possible. ""]",BkYkm7Dl_,29
COGSCI21-LIVINGDOC-ITER-FR-1,Syn5edDgO,Hyxn5x_Dld,zelda_v1,7,Avoid all the  moving squares! Try to get to the green square and red square without them hitting you.  ,0,Bkh-iyIgu,7,"[""Avoid all the  moving squares! Try to get to the green square and red square without them hitting you. ""]",BkYkm7Dl_,1
